時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
11:15:20,"12,904,506","41,220,635","14,594,096","26,879,471","1,893,603","7,184,213","418,284"
11:15:25,"12,909,025","41,112,897","14,598,871","26,836,906","1,894,354","7,187,530","418,397"
11:15:30,"12,913,035","41,210,304","14,603,152","26,896,013","1,894,790","7,189,806","418,480"
11:15:35,"12,917,105","41,114,617","14,607,690","26,842,302","1,895,250","7,191,263","418,560"
11:15:40,"12,922,581","40,998,888","14,613,898","26,743,852","1,895,910","7,193,908","418,708"
11:15:45,"12,928,142","40,880,518","14,620,549","26,658,690","1,896,357","7,195,677","418,804"
11:15:50,"12,933,586","41,159,855","14,628,185","26,735,702","1,896,926","7,197,709","418,902"
11:15:55,"12,938,016","41,094,156","14,634,231","26,777,757","1,897,476","7,199,127","418,991"
11:16:00,"12,943,847","41,061,566","14,640,832","26,625,619","1,897,960","7,200,566","419,114"
11:16:05,"12,949,367","41,058,907","14,647,535","26,829,199","1,898,527","7,202,978","419,238"
11:16:10,"12,957,036","40,817,989","14,654,990","26,526,201","1,899,074","7,205,443","419,417"
11:16:15,"12,964,695","40,983,847","14,662,541","26,576,790","1,899,867","7,208,239","419,614"
11:16:20,"12,969,366","41,228,914","14,667,734","26,783,356","1,900,423","7,210,797","419,719"
11:16:25,"12,975,260","41,199,719","14,673,888","26,772,262","1,900,984","7,213,257","419,870"
11:16:30,"12,980,008","41,111,231","14,679,314","26,829,729","1,901,434","7,215,244","419,961"
11:16:35,"12,986,301","41,189,905","14,685,388","26,865,005","1,901,977","7,217,177","420,056"
11:16:40,"12,991,602","41,180,701","14,690,440","26,842,531","1,902,527","7,219,697","420,143"
11:16:45,"12,997,903","41,052,672","14,696,510","26,827,621","1,902,957","7,221,017","420,230"
11:16:50,"13,004,188","40,956,488","14,703,137","26,746,539","1,903,455","7,222,953","420,339"
11:16:55,"13,010,234","41,156,022","14,708,573","26,890,203","1,904,008","7,224,810","420,433"
11:17:00,"13,015,773","41,104,003","14,713,864","26,884,753","1,904,584","7,227,627","420,587"
11:17:05,"13,021,191","41,061,885","14,720,796","26,910,810","1,905,094","7,230,307","420,790"
11:17:10,"13,026,720","41,012,954","14,726,967","26,802,480","1,905,591","7,231,482","420,904"
11:17:15,"13,031,332","41,035,363","14,732,469","26,725,779","1,906,051","7,233,464","421,085"
11:17:20,"13,035,994","41,055,097","14,738,006","26,745,264","1,906,568","7,234,955","421,225"
11:17:25,"13,040,590","41,141,420","14,743,162","26,910,475","1,906,992","7,236,538","421,308"
11:17:30,"13,046,237","41,180,081","14,748,908","26,808,099","1,907,708","7,238,650","421,483"
11:17:35,"13,051,029","41,235,611","14,754,192","26,896,136","1,908,217","7,241,270","421,580"
11:17:40,"13,056,581","41,063,341","14,760,552","26,826,521","1,908,807","7,243,487","421,788"
11:17:45,"13,060,675","41,195,961","14,765,731","26,850,841","1,909,289","7,245,184","421,905"
11:17:50,"13,065,266","41,195,458","14,771,082","26,927,530","1,909,825","7,246,669","422,000"
11:17:55,"13,070,446","41,091,738","14,776,392","26,732,618","1,910,223","7,247,622","422,077"
11:18:00,"13,074,745","41,190,746","14,781,722","26,860,618","1,910,769","7,249,821","422,216"
11:18:05,"13,081,719","41,085,554","14,789,547","26,769,654","1,911,350","7,251,738","422,335"
11:18:10,"13,086,250","41,132,267","14,794,930","26,792,079","1,911,801","7,253,198","422,453"
11:18:15,"13,091,933","41,130,232","14,801,053","26,865,672","1,912,320","7,254,567","422,602"
11:18:20,"13,096,506","41,209,110","14,806,379","26,858,039","1,912,777","7,255,918","422,700"
11:18:25,"13,100,187","41,236,392","14,811,433","26,934,598","1,913,175","7,256,897","422,788"
11:18:30,"13,104,895","40,981,109","14,816,071","26,824,082","1,914,020","7,259,791","422,987"
11:18:35,"13,111,034","41,369,433","14,821,623","27,056,466","1,914,407","7,261,728","423,100"
11:18:40,"13,115,230","41,278,853","14,825,774","27,029,642","1,914,807","7,262,966","423,176"
11:18:45,"13,119,737","41,307,352","14,830,079","26,973,394","1,915,217","7,264,566","423,271"
11:18:50,"13,123,217","41,222,614","14,833,948","26,956,006","1,915,742","7,265,927","423,397"
11:18:55,"13,127,613","41,300,689","14,838,723","26,907,580","1,916,276","7,267,533","423,495"
11:19:00,"13,132,681","41,181,978","14,844,503","26,928,831","1,916,716","7,269,838","423,589"
11:19:05,"13,136,874","41,224,665","14,849,569","26,915,709","1,917,347","7,271,348","423,704"
11:19:10,"13,141,787","41,189,808","14,854,840","26,831,273","1,917,806","7,272,843","423,779"
11:19:15,"13,145,710","41,381,932","14,859,597","26,993,872","1,918,309","7,274,711","423,887"
11:19:20,"13,149,349","41,283,996","14,863,899","26,909,804","1,919,629","7,280,981","424,388"
11:19:25,"13,153,677","41,285,509","14,868,609","26,957,844","1,920,406","7,284,700","424,516"
11:19:30,"13,156,720","41,303,782","14,872,272","26,878,143","1,920,826","7,286,393","424,595"
11:19:35,"13,160,804","41,138,138","14,877,519","26,774,754","1,921,282","7,287,812","424,688"
11:19:40,"13,164,564","41,336,927","14,882,955","26,978,574","1,921,671","7,289,226","424,764"
11:19:45,"13,169,430","41,052,506","14,888,960","26,819,140","1,922,028","7,290,412","424,829"
11:19:50,"13,174,689","41,314,836","14,894,918","26,977,969","1,922,576","7,292,159","424,941"
11:19:55,"13,179,287","41,215,637","14,900,965","26,806,047","1,923,024","7,294,100","425,175"
11:20:00,"13,185,628","40,866,731","14,908,943","26,631,802","1,923,751","7,299,360","425,518"
11:20:05,"13,192,730","41,156,684","14,916,113","26,790,696","1,924,399","7,303,292","425,649"
11:20:10,"13,197,077","41,326,159","14,921,272","26,865,455","1,925,581","7,306,074","425,835"
11:20:15,"13,200,133","41,309,774","14,925,398","26,880,555","1,926,104","7,307,740","425,918"
11:20:20,"13,203,438","41,356,837","14,930,101","26,948,812","1,926,773","7,310,378","426,022"
11:20:25,"13,206,787","41,382,525","14,934,528","27,027,603","1,927,469","7,313,638","426,130"
11:20:30,"13,210,327","41,382,309","14,939,193","27,014,853","1,927,987","7,315,745","426,217"
11:20:35,"13,214,804","41,221,836","14,944,162","26,958,764","1,928,432","7,316,885","426,296"
11:20:40,"13,220,507","41,009,535","14,951,269","26,790,911","1,928,997","7,319,110","426,811"
11:20:45,"13,224,799","41,393,906","14,956,749","27,037,085","1,929,659","7,321,853","426,923"
11:20:50,"13,229,895","41,199,435","14,963,044","26,916,603","1,930,160","7,323,900","427,050"
11:20:55,"13,234,715","41,292,056","14,969,114","26,865,041","1,930,660","7,325,864","427,163"
11:21:00,"13,242,525","41,216,228","14,978,949","26,918,597","1,931,353","7,328,817","427,658"
11:21:05,"13,250,923","40,869,152","14,988,027","26,654,780","1,932,527","7,334,298","428,012"
11:21:10,"13,256,139","41,210,952","14,994,271","26,775,961","1,933,004","7,335,937","428,120"
11:21:15,"13,260,225","41,234,261","14,999,869","26,868,176","1,933,524","7,337,801","428,219"
11:21:20,"13,264,263","41,181,008","15,004,914","26,877,720","1,934,354","7,340,558","428,380"
11:21:25,"13,268,572","41,275,266","15,010,312","27,017,741","1,934,840","7,342,414","428,454"
11:21:30,"13,272,491","41,141,241","15,014,988","26,928,252","1,935,397","7,344,117","428,591"
11:21:35,"13,277,440","41,218,677","15,020,938","26,951,973","1,936,061","7,346,454","428,731"
11:21:40,"13,284,623","41,245,298","15,030,211","26,916,480","1,936,739","7,348,631","428,930"
11:21:45,"13,288,414","41,271,363","15,036,133","26,963,564","1,937,289","7,350,660","429,080"
11:21:50,"13,292,467","40,882,748","15,041,158","26,765,462","1,937,689","7,352,218","429,170"
11:21:55,"13,299,564","41,079,980","15,048,509","26,926,087","1,938,703","7,356,960","429,316"
11:22:00,"13,304,343","41,124,500","15,053,526","27,001,303","1,939,310","7,359,289","429,435"
11:22:05,"13,310,253","41,139,668","15,059,946","26,942,843","1,939,913","7,361,740","429,533"
11:22:10,"13,317,547","41,099,714","15,067,506","26,941,537","1,940,583","7,364,795","429,782"
11:22:15,"13,323,384","41,088,840","15,074,988","26,912,132","1,941,221","7,367,029","429,918"
11:22:20,"13,328,745","41,016,500","15,081,284","26,835,778","1,941,668","7,369,182","430,049"
11:22:25,"13,335,391","41,241,832","15,088,140","27,038,873","1,942,207","7,370,651","430,145"
11:22:30,"13,340,493","41,177,349","15,093,345","26,957,132","1,942,832","7,372,673","430,257"
11:22:35,"13,347,574","41,139,903","15,101,801","26,952,881","1,943,727","7,376,077","430,466"
11:22:40,"13,354,069","41,212,508","15,110,483","26,942,761","1,944,454","7,378,886","430,645"
11:22:45,"13,360,550","41,144,242","15,117,251","26,985,996","1,944,937","7,380,445","430,736"
11:22:50,"13,368,309","41,315,046","15,126,161","26,952,839","1,945,670","7,384,340","430,898"
11:22:55,"13,373,709","41,104,995","15,131,973","26,806,302","1,946,074","7,386,827","430,996"
11:23:00,"13,380,432","40,974,609","15,140,274","26,669,797","1,946,443","7,388,244","431,112"
11:23:05,"13,386,112","41,317,164","15,147,360","26,996,899","1,947,057","7,390,328","431,213"
11:23:10,"13,392,680","41,368,908","15,154,626","27,085,584","1,947,603","7,392,518","431,286"
11:23:15,"13,396,904","41,289,343","15,159,833","27,004,816","1,948,036","7,393,903","431,365"
11:23:20,"13,401,186","41,385,315","15,164,935","27,118,084","1,948,506","7,395,679","431,470"
11:23:25,"13,404,647","41,266,749","15,169,124","27,123,189","1,948,918","7,397,196","431,546"
11:23:30,"13,408,483","41,397,634","15,173,550","27,111,023","1,949,298","7,398,708","431,632"
11:23:35,"13,411,775","41,445,507","15,178,680","27,214,253","1,949,796","7,400,752","431,708"
11:23:40,"13,414,717","41,237,996","15,183,395","27,040,863","1,950,210","7,401,768","431,818"
11:23:45,"13,417,828","41,465,100","15,187,712","27,205,703","1,950,645","7,403,418","431,886"
11:23:50,"13,420,722","41,484,410","15,191,224","27,132,302","1,951,130","7,404,811","431,959"
11:23:55,"13,423,489","41,513,014","15,195,000","27,239,288","1,951,658","7,406,385","432,026"
11:24:00,"13,427,553","41,352,156","15,200,805","27,160,056","1,952,087","7,407,905","432,162"
11:24:05,"13,431,131","41,496,967","15,205,806","27,242,910","1,952,727","7,410,262","432,250"
11:24:10,"13,434,455","41,386,616","15,209,908","27,050,249","1,953,240","7,412,182","432,398"
11:24:15,"13,438,573","41,310,312","15,215,038","27,013,239","1,953,741","7,414,823","432,506"
11:24:20,"13,442,220","41,471,909","15,219,658","27,159,502","1,954,390","7,417,075","432,614"
11:24:25,"13,445,134","41,503,938","15,223,486","27,205,959","1,954,867","7,418,522","432,724"
11:24:30,"13,448,519","41,554,744","15,226,829","27,235,456","1,955,403","7,421,281","432,826"
11:24:35,"13,453,714","41,385,167","15,232,283","27,160,007","1,955,833","7,422,364","432,936"
11:24:40,"13,457,520","41,334,958","15,236,317","27,095,578","1,956,445","7,424,019","433,051"
11:24:45,"13,462,093","41,436,776","15,240,820","27,150,593","1,956,869","7,425,428","433,117"
11:24:50,"13,465,476","41,552,790","15,244,968","27,232,859","1,957,365","7,427,126","433,216"
11:24:55,"13,469,096","41,472,096","15,249,157","27,247,944","1,957,913","7,428,396","433,336"
11:25:00,"13,473,859","41,294,982","15,254,295","27,156,577","1,958,786","7,431,791","433,515"
11:25:05,"13,479,104","41,077,083","15,259,748","26,953,110","1,959,286","7,433,073","433,594"
11:25:10,"13,484,710","41,440,270","15,265,477","27,153,458","1,959,834","7,434,656","433,664"
11:25:15,"13,487,930","41,536,162","15,269,148","27,186,829","1,960,322","7,436,019","433,734"
11:25:20,"13,491,238","41,510,748","15,273,511","27,204,254","1,960,837","7,437,394","433,813"
11:25:25,"13,494,266","41,475,050","15,277,369","27,197,183","1,961,140","7,438,298","433,865"
11:25:30,"13,499,758","41,480,369","15,283,867","27,199,014","1,961,948","7,441,004","434,001"
11:25:35,"13,504,340","41,406,033","15,289,194","27,151,069","1,962,544","7,442,792","434,110"
11:25:40,"13,508,326","41,541,565","15,293,607","27,235,108","1,962,942","7,444,231","434,210"
11:25:45,"13,515,205","41,318,753","15,300,363","27,109,618","1,963,684","7,446,999","434,294"
11:25:50,"13,518,898","41,445,223","15,305,268","27,016,297","1,964,302","7,449,555","434,394"
11:25:55,"13,524,957","41,440,756","15,312,276","27,215,657","1,964,684","7,450,410","434,469"
11:26:00,"13,529,107","41,538,826","15,316,901","27,273,230","1,965,112","7,451,409","434,524"
11:26:05,"13,532,664","41,440,819","15,320,916","27,204,318","1,965,957","7,456,021","434,647"
11:26:10,"13,537,281","41,435,859","15,326,846","27,204,230","1,966,595","7,457,760","434,767"
11:26:15,"13,542,950","41,123,308","15,332,976","26,993,110","1,966,920","7,458,726","434,816"
11:26:20,"13,547,756","41,517,672","15,337,762","27,245,831","1,967,889","7,461,648","435,009"
11:26:25,"13,553,403","41,406,068","15,343,710","27,164,754","1,968,354","7,463,441","435,102"
11:26:30,"13,558,115","41,327,673","15,348,657","27,171,493","1,968,832","7,464,888","435,171"
11:26:35,"13,563,096","41,155,222","15,353,472","27,063,760","1,969,282","7,466,399","435,243"
11:26:40,"13,569,172","41,543,894","15,359,035","27,274,897","1,969,741","7,467,820","435,315"
11:26:45,"13,572,877","41,548,230","15,362,602","27,252,625","1,970,220","7,469,467","435,396"
11:26:50,"13,577,763","41,473,274","15,369,299","27,173,997","1,970,842","7,471,365","435,550"
11:26:55,"13,582,766","41,382,737","15,376,101","27,144,769","1,971,315","7,472,742","435,635"
11:27:00,"13,586,840","41,492,444","15,380,907","27,192,311","1,971,696","7,473,740","435,742"
11:27:05,"13,591,736","41,620,238","15,385,741","27,340,158","1,972,214","7,475,119","435,860"
11:27:10,"13,597,629","41,555,440","15,392,591","27,237,071","1,972,652","7,477,207","435,948"
11:27:15,"13,601,997","41,360,161","15,397,293","27,083,296","1,973,102","7,478,849","436,058"
11:27:20,"13,606,945","41,538,901","15,403,355","27,158,372","1,973,598","7,480,781","436,180"
11:27:25,"13,612,337","41,479,795","15,409,495","27,181,282","1,974,265","7,482,906","436,321"
11:27:30,"13,618,200","41,532,300","15,416,116","27,155,572","1,974,730","7,484,288","436,511"
11:27:35,"13,625,267","41,468,573","15,423,280","27,068,900","1,975,207","7,486,256","436,623"
11:27:40,"13,630,355","41,464,917","15,428,676","27,047,161","1,975,604","7,487,665","436,693"
11:27:45,"13,633,940","41,676,464","15,432,334","27,267,448","1,976,021","7,488,949","436,745"
11:27:50,"13,639,641","41,425,089","15,439,197","27,108,052","1,976,436","7,490,414","436,858"
11:27:55,"13,646,080","41,361,343","15,446,224","27,111,284","1,976,901","7,492,010","436,930"
11:28:00,"13,650,553","41,521,934","15,452,985","27,080,417","1,977,382","7,494,137","437,002"
11:28:05,"13,655,579","41,510,851","15,459,108","27,081,228","1,977,823","7,495,646","437,099"
11:28:10,"13,659,146","41,480,062","15,464,722","27,133,034","1,978,297","7,497,045","437,168"
11:28:15,"13,663,371","41,465,298","15,469,487","27,163,323","1,978,821","7,499,217","437,267"
11:28:20,"13,666,994","41,626,237","15,473,325","27,236,562","1,979,282","7,500,578","437,336"
11:28:25,"13,670,970","41,504,294","15,477,831","27,155,140","1,979,878","7,502,592","437,476"
11:28:30,"13,674,489","41,531,378","15,482,246","27,128,305","1,980,264","7,503,550","437,539"
11:28:35,"13,678,557","41,620,020","15,487,371","27,175,921","1,980,755","7,505,258","437,671"
11:28:40,"13,681,907","41,576,196","15,491,847","27,120,522","1,981,273","7,507,305","437,774"
11:28:45,"13,685,033","41,521,517","15,496,691","27,106,727","1,981,654","7,508,350","437,834"
11:28:50,"13,688,134","41,650,788","15,501,193","27,229,325","1,982,029","7,509,351","437,904"
11:28:55,"13,691,238","41,620,989","15,505,715","27,153,814","1,982,512","7,511,121","437,989"
11:29:00,"13,694,198","41,549,749","15,510,142","27,098,727","1,983,020","7,512,381","438,074"
11:29:05,"13,699,417","41,510,846","15,516,417","27,185,053","1,983,619","7,515,210","438,197"
11:29:10,"13,703,427","41,610,383","15,521,560","27,226,956","1,984,151","7,517,260","438,282"
11:29:15,"13,707,349","41,680,173","15,526,450","27,352,363","1,984,672","7,518,820","438,385"
11:29:20,"13,710,419","41,681,333","15,529,535","27,338,107","1,985,182","7,520,467","438,491"
11:29:25,"13,712,997","41,734,462","15,533,433","27,307,213","1,985,596","7,522,376","438,572"
11:29:30,"13,715,924","41,533,063","15,537,214","27,217,064","1,986,048","7,524,238","438,646"
11:29:35,"13,719,399","41,687,207","15,541,511","27,276,207","1,986,518","7,526,626","438,725"
11:29:40,"13,722,034","41,570,410","15,544,743","27,190,662","1,986,912","7,528,048","438,796"
11:29:45,"13,724,910","41,616,665","15,548,618","27,244,368","1,987,411","7,530,972","438,875"
11:29:50,"13,727,933","41,656,683","15,552,191","27,321,591","1,987,823","7,532,056","438,948"
11:29:55,"13,731,487","41,595,389","15,556,982","27,197,391","1,988,431","7,534,679","439,078"
11:30:00,"13,735,094","41,693,991","15,561,435","27,310,417","1,988,999","7,536,185","439,191"
11:30:05,"13,739,745","41,691,783","15,567,145","27,302,551","1,989,661","7,537,852","439,334"
11:30:10,"13,743,296","41,780,945","15,571,084","27,385,445","1,990,490","7,539,880","439,496"
11:30:15,"13,746,527","41,690,835","15,574,867","27,339,083","1,990,880","7,541,208","439,553"
11:30:20,"13,750,629","41,680,267","15,579,601","27,261,653","1,991,465","7,543,441","439,652"
11:30:25,"13,754,123","41,608,381","15,583,968","27,246,124","1,992,089","7,546,191","439,749"
11:30:30,"13,758,934","41,648,739","15,589,580","27,257,628","1,992,746","7,551,411","439,908"
11:30:35,"13,762,534","41,691,735","15,593,813","27,338,345","1,993,562","7,554,043","440,074"
11:30:40,"13,765,783","41,723,189","15,598,361","27,307,189","1,994,227","7,556,378","440,195"
11:30:45,"13,769,204","41,648,298","15,602,717","27,214,824","1,994,917","7,558,700","440,305"
11:30:50,"13,772,408","41,708,141","15,606,680","27,260,533","1,995,415","7,561,011","440,386"
11:30:55,"13,775,224","41,739,906","15,610,194","27,326,118","1,995,810","7,561,966","440,467"
11:31:00,"13,778,756","41,756,228","15,613,985","27,358,175","1,996,184","7,562,939","440,526"
11:31:05,"13,782,621","41,762,200","15,618,201","27,311,540","1,997,148","7,566,620","440,656"
11:31:10,"13,786,421","41,631,486","15,622,282","27,329,445","1,997,808","7,569,060","440,784"
11:31:15,"13,790,535","41,666,247","15,626,849","27,277,102","1,998,328","7,572,044","440,919"
11:31:20,"13,794,497","41,681,993","15,632,096","27,356,859","1,999,384","7,574,927","441,216"
11:31:25,"13,798,069","41,714,558","15,636,270","27,329,566","1,999,873","7,576,649","441,296"
11:31:30,"13,802,282","41,647,105","15,640,929","27,277,741","2,000,812","7,581,549","441,521"
11:31:35,"13,806,809","41,707,981","15,645,846","27,372,255","2,001,590","7,584,271","441,700"
11:31:40,"13,810,432","41,641,860","15,650,311","27,350,305","2,002,221","7,586,165","441,844"
11:31:45,"13,813,965","41,680,063","15,654,323","27,310,517","2,002,779","7,587,423","441,950"
11:31:50,"13,818,316","41,419,527","15,659,851","27,207,738","2,004,075","7,590,673","442,219"
11:31:55,"13,822,954","41,657,299","15,664,867","27,348,433","2,004,642","7,593,090","442,342"
11:32:00,"13,826,970","41,617,066","15,669,380","27,384,158","2,005,431","7,595,815","442,500"
11:32:05,"13,831,279","41,655,582","15,674,011","27,400,205","2,006,508","7,598,586","442,677"
11:32:10,"13,836,720","41,627,225","15,679,576","27,342,544","2,007,312","7,601,685","442,911"
11:32:15,"13,840,848","41,761,264","15,684,152","27,420,149","2,007,844","7,603,853","442,987"
11:32:20,"13,844,939","41,691,063","15,688,320","27,361,267","2,008,555","7,605,788","443,186"
11:32:25,"13,848,780","41,650,909","15,692,893","27,322,802","2,009,075","7,607,218","443,275"
11:32:30,"13,853,161","41,604,987","15,697,597","27,266,992","2,009,644","7,609,346","443,377"
11:32:35,"13,857,251","41,684,052","15,701,788","27,412,078","2,010,372","7,611,975","443,484"
11:32:40,"13,861,027","41,665,009","15,705,751","27,343,147","2,010,713","7,613,147","443,545"
11:32:45,"13,864,179","41,640,048","15,710,113","27,330,694","2,011,185","7,614,368","443,636"
11:32:50,"13,868,444","41,495,367","15,714,943","27,236,388","2,011,658","7,615,658","443,738"
11:32:55,"13,873,365","41,749,245","15,720,213","27,483,679","2,012,285","7,617,836","443,862"
11:33:00,"13,876,590","41,636,382","15,724,021","27,399,327","2,012,854","7,619,887","443,962"
11:33:05,"13,881,571","41,615,001","15,730,444","27,415,811","2,013,412","7,621,762","444,110"
11:33:10,"13,885,443","41,614,588","15,734,848","27,349,719","2,013,842","7,622,959","444,186"
11:33:15,"13,889,472","41,675,988","15,739,293","27,429,702","2,014,314","7,624,292","444,257"
11:33:20,"13,893,430","41,653,743","15,743,899","27,400,689","2,014,991","7,626,408","444,359"
11:33:25,"13,896,797","41,715,062","15,748,242","27,438,150","2,015,320","7,627,742","444,419"
11:33:30,"13,900,656","41,706,983","15,752,425","27,444,261","2,015,728","7,629,534","444,502"
11:33:35,"13,904,292","41,799,016","15,757,069","27,486,214","2,016,274","7,631,278","444,637"
11:33:40,"13,907,152","41,683,704","15,760,930","27,453,449","2,016,613","7,632,411","444,704"
11:33:45,"13,911,056","41,759,672","15,765,223","27,464,928","2,017,034","7,633,689","444,795"
11:33:50,"13,914,556","41,712,029","15,769,395","27,394,672","2,017,730","7,636,376","445,049"
11:33:55,"13,918,142","41,569,400","15,773,621","27,306,216","2,018,174","7,638,158","445,128"
11:34:00,"13,921,607","41,640,026","15,777,362","27,390,052","2,018,698","7,639,727","445,212"
11:34:05,"13,925,912","41,720,991","15,782,300","27,356,568","2,019,239","7,642,443","445,371"
11:34:10,"13,929,862","41,652,303","15,786,276","27,395,194","2,019,694","7,643,522","445,449"
11:34:15,"13,932,598","41,776,713","15,790,247","27,448,117","2,020,139","7,645,044","445,526"
11:34:20,"13,936,925","41,759,537","15,795,727","27,485,178","2,020,541","7,646,570","445,646"
11:34:25,"13,940,309","41,796,712","15,799,675","27,403,381","2,021,029","7,648,023","445,733"
11:34:30,"13,943,159","41,746,780","15,803,396","27,481,658","2,021,638","7,649,693","445,823"
11:34:35,"13,947,668","41,755,118","15,808,878","27,379,398","2,022,180","7,651,573","445,955"
11:34:40,"13,951,578","41,731,892","15,813,908","27,400,273","2,022,657","7,653,304","446,047"
11:34:45,"13,954,922","41,808,817","15,819,287","27,453,206","2,023,011","7,654,601","446,117"
11:34:50,"13,958,519","41,733,344","15,823,896","27,388,720","2,023,600","7,656,585","446,199"
11:34:55,"13,961,283","41,852,704","15,827,256","27,496,278","2,023,943","7,657,697","446,261"
11:35:00,"13,966,395","41,705,084","15,833,275","27,331,220","2,024,627","7,659,964","446,410"
11:35:05,"13,969,685","41,880,145","15,837,707","27,502,947","2,025,090","7,661,203","446,485"
11:35:10,"13,973,928","41,770,774","15,843,573","27,420,018","2,025,979","7,663,414","446,619"
11:35:15,"13,977,198","41,821,356","15,847,865","27,497,601","2,026,587","7,664,839","446,706"
11:35:20,"13,980,259","41,863,011","15,851,515","27,548,388","2,027,182","7,667,359","446,787"
11:35:25,"13,984,085","41,765,011","15,855,697","27,418,729","2,027,651","7,668,798","446,880"
11:35:30,"13,987,603","41,843,448","15,859,953","27,520,280","2,028,143","7,670,063","446,969"
11:35:35,"13,991,470","41,783,834","15,864,414","27,458,658","2,028,747","7,672,283","447,146"
11:35:40,"13,995,163","41,739,187","15,868,501","27,509,614","2,029,426","7,673,749","447,259"
11:35:45,"13,999,979","41,760,270","15,874,372","27,492,218","2,029,921","7,675,365","447,349"
11:35:50,"14,003,654","41,729,532","15,878,464","27,471,658","2,030,422","7,676,365","447,464"
11:35:55,"14,007,089","41,814,102","15,882,445","27,470,055","2,030,764","7,677,440","447,532"
11:36:00,"14,011,241","41,703,036","15,887,216","27,466,987","2,031,394","7,679,232","447,656"
11:36:05,"14,015,479","41,724,941","15,892,316","27,430,142","2,032,165","7,681,444","447,795"
11:36:10,"14,019,199","41,732,670","15,896,497","27,445,885","2,032,861","7,683,465","447,884"
11:36:15,"14,022,738","41,820,592","15,900,451","27,488,864","2,033,529","7,685,516","447,983"
11:36:20,"14,026,395","41,717,505","15,904,420","27,422,009","2,034,240","7,688,132","448,136"
11:36:25,"14,029,779","41,852,603","15,908,718","27,516,649","2,034,655","7,689,392","448,225"
11:36:30,"14,034,940","41,737,861","15,914,401","27,450,829","2,035,358","7,691,874","448,567"
11:36:35,"14,039,050","41,766,581","15,918,412","27,518,532","2,035,738","7,693,120","448,651"
11:36:40,"14,042,374","41,735,946","15,922,007","27,411,361","2,036,142","7,694,048","448,739"
11:36:45,"14,045,908","41,701,603","15,926,147","27,465,205","2,036,565","7,695,130","448,823"
11:36:50,"14,048,780","41,765,224","15,929,786","27,525,397","2,037,130","7,696,428","448,898"
11:36:55,"14,051,799","41,820,799","15,933,363","27,469,005","2,037,601","7,697,439","449,014"
11:37:00,"14,057,030","41,761,807","15,938,493","27,519,187","2,038,021","7,698,785","449,131"
11:37:05,"14,062,651","41,718,250","15,944,117","27,454,986","2,038,574","7,701,053","449,320"
11:37:10,"14,066,406","41,803,827","15,948,952","27,428,049","2,039,021","7,702,320","449,419"
11:37:15,"14,070,069","41,779,919","15,953,370","27,408,863","2,039,547","7,704,268","449,556"
11:37:20,"14,076,015","41,667,459","15,960,333","27,383,226","2,039,969","7,706,605","449,670"
11:37:25,"14,079,961","41,780,360","15,965,395","27,441,907","2,040,491","7,708,010","449,788"
11:37:30,"14,083,156","41,911,810","15,969,944","27,498,849","2,040,842","7,708,793","449,875"
11:37:35,"14,086,415","41,862,691","15,974,277","27,477,876","2,041,671","7,710,676","450,090"
11:37:40,"14,090,109","41,308,359","15,979,212","27,115,606","2,042,169","7,712,125","450,202"
11:37:45,"14,096,484","41,605,058","15,985,820","27,381,661","2,042,756","7,713,787","450,339"
11:37:50,"14,100,056","41,685,300","15,990,183","27,457,257","2,043,236","7,714,772","450,445"
11:37:55,"14,107,010","41,617,620","15,997,053","27,386,418","2,044,615","7,718,378","450,814"
11:38:00,"14,111,023","41,719,195","16,001,698","27,392,113","2,045,307","7,720,024","450,971"
11:38:05,"14,115,746","41,765,713","16,006,653","27,460,055","2,045,884","7,721,732","451,110"
11:38:10,"14,119,695","41,612,998","16,010,966","27,394,758","2,046,642","7,723,841","451,281"
11:38:15,"14,123,185","41,848,270","16,015,122","27,507,817","2,047,137","7,725,611","451,359"
11:38:20,"14,127,066","41,689,673","16,019,977","27,470,111","2,047,681","7,727,802","451,500"
11:38:25,"14,130,995","41,796,054","16,024,119","27,412,563","2,048,181","7,729,825","451,612"
11:38:30,"14,135,311","41,660,286","16,030,417","27,389,545","2,048,667","7,731,788","451,750"
11:38:35,"14,140,031","41,674,780","16,036,584","27,389,332","2,049,363","7,733,611","451,981"
11:38:40,"14,144,179","41,797,797","16,041,067","27,412,682","2,049,982","7,735,456","452,128"
11:38:45,"14,147,273","41,801,989","16,044,989","27,550,319","2,050,687","7,736,796","452,290"
11:38:50,"14,151,369","41,838,060","16,049,387","27,458,549","2,051,699","7,739,946","452,517"
11:38:55,"14,158,735","41,753,904","16,056,019","27,262,629","2,061,125","7,771,923","455,305"
11:39:00,"14,163,987","41,801,985","16,061,720","27,362,036","2,062,018","7,774,228","455,481"
11:39:05,"14,168,879","41,680,265","16,067,460","27,312,136","2,062,944","7,776,760","455,706"
11:39:10,"14,173,666","41,794,750","16,072,600","27,403,266","2,063,743","7,779,740","455,878"
11:39:15,"14,180,507","41,369,140","16,080,055","27,159,688","2,064,738","7,788,040","456,635"
11:39:20,"14,189,374","41,607,179","16,090,014","27,339,083","2,065,942","7,802,661","457,907"
11:39:25,"14,195,276","41,664,749","16,095,982","27,328,550","2,066,568","7,804,930","458,119"
