時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
10:17:25,"8,929,680","38,378,943","9,956,471","24,109,911","1,308,114","4,984,659","287,257"
10:17:30,"8,935,336","38,655,983","9,963,390","24,315,050","1,308,758","4,986,725","287,365"
10:17:35,"8,941,116","38,623,916","9,970,407","24,278,991","1,309,550","4,989,986","287,487"
10:17:40,"8,946,296","38,452,908","9,976,810","24,263,714","1,310,038","4,991,780","287,561"
10:17:45,"8,951,632","38,526,937","9,983,563","24,294,292","1,310,983","4,995,549","287,745"
10:17:50,"8,956,979","38,624,786","9,989,834","24,347,924","1,311,689","4,997,530","287,875"
10:17:55,"8,964,195","38,463,719","9,998,075","24,089,598","1,312,462","5,000,148","288,103"
10:18:00,"8,972,220","38,317,294","10,007,563","24,038,737","1,313,595","5,004,107","288,477"
10:18:05,"8,979,319","38,687,003","10,015,733","24,291,991","1,314,332","5,007,183","288,633"
10:18:10,"8,985,519","38,641,834","10,022,580","24,235,399","1,315,065","5,010,649","288,821"
10:18:15,"8,992,362","38,499,490","10,029,873","24,194,078","1,315,822","5,013,356","288,993"
10:18:20,"8,998,627","38,573,327","10,036,670","24,204,171","1,316,504","5,016,003","289,077"
10:18:25,"9,005,212","38,775,105","10,042,867","24,321,748","1,317,119","5,018,640","289,184"
10:18:30,"9,010,446","38,631,732","10,048,387","24,272,111","1,318,002","5,022,625","289,412"
10:18:35,"9,016,476","38,723,667","10,054,408","24,361,705","1,318,690","5,025,575","289,543"
10:18:40,"9,022,203","38,744,259","10,060,308","24,403,943","1,319,275","5,027,551","289,637"
10:18:45,"9,027,786","38,760,394","10,065,771","24,467,742","1,320,082","5,030,478","289,760"
10:18:50,"9,034,026","38,612,507","10,072,443","24,211,216","1,320,960","5,033,298","289,932"
10:18:55,"9,040,714","38,622,626","10,079,724","24,305,646","1,321,620","5,035,541","290,038"
10:19:00,"9,048,400","38,564,181","10,087,777","23,972,678","1,322,525","5,041,173","290,302"
10:19:05,"9,055,749","38,598,366","10,096,371","24,208,459","1,323,282","5,043,562","290,430"
10:19:10,"9,062,881","38,531,216","10,105,179","24,126,999","1,323,882","5,048,867","290,664"
10:19:15,"9,069,123","38,464,465","10,113,109","24,103,751","1,324,694","5,053,195","290,920"
10:19:20,"9,076,009","37,881,582","10,120,977","23,767,980","1,326,067","5,057,927","291,247"
10:19:25,"9,085,756","38,526,225","10,129,853","24,243,742","1,326,767","5,060,845","291,366"
10:19:30,"9,091,326","38,393,959","10,136,326","24,198,343","1,327,432","5,063,456","291,459"
10:19:35,"9,098,284","38,484,582","10,144,685","24,301,943","1,328,393","5,066,792","291,613"
10:19:40,"9,104,883","38,448,120","10,151,709","24,154,725","1,329,211","5,070,879","291,764"
10:19:45,"9,111,783","38,671,639","10,159,625","24,297,747","1,330,176","5,074,648","291,926"
10:19:50,"9,118,112","38,644,739","10,166,467","24,278,585","1,331,442","5,079,892","292,130"
10:19:55,"9,123,325","38,624,213","10,173,254","24,282,395","1,332,083","5,081,863","292,228"
10:20:00,"9,129,640","38,567,822","10,181,424","24,093,603","1,333,882","5,088,193","292,788"
10:20:05,"9,137,239","38,532,612","10,190,154","24,188,943","1,334,693","5,090,928","292,949"
10:20:10,"9,143,832","38,604,536","10,197,671","24,258,816","1,336,200","5,096,458","293,158"
10:20:15,"9,151,748","38,494,427","10,206,197","24,133,492","1,337,207","5,101,374","293,362"
10:20:20,"9,158,632","38,401,282","10,214,255","24,169,237","1,337,983","5,104,613","293,499"
10:20:25,"9,165,737","38,620,114","10,222,126","24,281,874","1,338,541","5,107,086","293,620"
10:20:30,"9,171,931","38,552,627","10,229,536","24,363,554","1,339,906","5,115,560","293,789"
10:20:35,"9,179,534","38,367,920","10,238,313","24,131,864","1,340,567","5,118,651","293,933"
10:20:40,"9,185,649","38,659,127","10,245,109","24,383,564","1,341,205","5,121,078","294,025"
10:20:45,"9,190,843","38,621,512","10,251,294","24,356,871","1,341,900","5,123,364","294,117"
10:20:50,"9,197,242","38,814,340","10,258,533","24,510,941","1,342,641","5,126,001","294,267"
10:20:55,"9,202,409","38,723,543","10,264,455","24,360,386","1,343,266","5,128,582","294,373"
10:21:00,"9,207,481","38,739,534","10,271,014","24,393,101","1,343,924","5,130,519","294,473"
10:21:05,"9,213,667","38,719,311","10,278,596","24,339,029","1,344,858","5,134,513","294,610"
10:21:10,"9,219,152","38,795,271","10,285,082","24,516,850","1,345,425","5,136,270","294,701"
10:21:15,"9,224,877","38,870,572","10,291,363","24,619,582","1,346,096","5,138,039","294,798"
10:21:20,"9,231,136","38,755,360","10,297,433","24,491,924","1,350,634","5,152,757","295,757"
10:21:25,"9,237,700","38,671,658","10,303,644","24,452,179","1,351,815","5,157,233","296,005"
10:21:30,"9,245,253","38,476,466","10,311,161","24,252,005","1,354,366","5,165,105","296,485"
10:21:35,"9,250,973","38,345,694","10,317,481","24,199,237","1,355,241","5,168,388","296,665"
10:21:40,"9,257,772","38,525,727","10,325,026","24,384,850","1,356,019","5,171,368","296,811"
10:21:45,"9,263,589","38,753,188","10,330,814","24,492,622","1,356,751","5,174,581","296,926"
10:21:50,"9,268,718","38,725,816","10,336,222","24,497,186","1,357,498","5,176,715","297,032"
10:21:55,"9,274,164","38,747,456","10,342,102","24,449,573","1,358,165","5,179,756","297,138"
10:22:00,"9,280,168","38,718,229","10,348,739","24,400,029","1,359,405","5,183,874","297,463"
10:22:05,"9,286,633","38,744,207","10,355,722","24,403,470","1,360,655","5,188,304","297,636"
10:22:10,"9,294,096","38,609,208","10,363,968","24,266,201","1,361,757","5,192,260","297,953"
10:22:15,"9,300,123","38,859,609","10,371,468","24,374,401","1,362,546","5,194,882","298,104"
10:22:20,"9,306,856","38,605,168","10,379,490","24,262,463","1,363,448","5,197,680","298,304"
10:22:25,"9,313,595","38,628,151","10,386,866","24,242,387","1,365,921","5,210,836","298,694"
10:22:30,"9,322,739","38,492,638","10,396,221","24,212,784","1,367,388","5,217,552","298,958"
10:22:35,"9,331,370","38,873,349","10,404,043","24,517,011","1,368,248","5,220,244","299,119"
10:22:40,"9,337,260","38,939,370","10,410,183","24,539,775","1,369,308","5,225,935","299,360"
10:22:45,"9,343,584","38,734,544","10,418,028","24,294,913","1,370,385","5,230,560","299,582"
10:22:50,"9,349,680","38,651,334","10,425,721","24,317,176","1,371,847","5,234,674","299,919"
10:22:55,"9,356,684","38,762,896","10,434,052","24,513,572","1,372,785","5,239,070","300,093"
10:23:00,"9,364,030","38,778,338","10,442,076","24,471,805","1,373,509","5,242,598","300,284"
10:23:05,"9,375,069","38,566,464","10,454,949","24,349,921","1,374,776","5,247,505","300,597"
10:23:10,"9,383,027","38,740,121","10,463,981","24,477,270","1,375,541","5,249,669","300,745"
10:23:15,"9,389,173","38,729,128","10,471,521","24,490,346","1,376,254","5,252,476","300,851"
10:23:20,"9,395,875","38,848,275","10,479,009","24,520,088","1,377,143","5,255,297","300,994"
10:23:25,"9,401,776","38,967,044","10,485,251","24,611,611","1,378,233","5,259,115","301,131"
10:23:30,"9,405,764","38,907,533","10,490,567","24,557,275","1,378,931","5,261,808","301,255"
10:23:35,"9,414,201","38,852,083","10,499,373","24,509,493","1,380,061","5,268,472","301,618"
10:23:40,"9,420,852","38,902,999","10,506,682","24,585,463","1,380,680","5,270,534","301,743"
10:23:45,"9,427,604","38,919,817","10,513,866","24,625,528","1,381,311","5,273,180","301,957"
10:23:50,"9,433,162","38,939,770","10,519,781","24,599,113","1,382,040","5,275,708","302,114"
10:23:55,"9,439,746","38,758,774","10,526,965","24,457,056","1,383,052","5,278,545","302,305"
10:24:00,"9,446,862","38,574,905","10,534,465","24,376,605","1,383,683","5,280,920","302,604"
10:24:05,"9,453,071","38,953,817","10,541,311","24,678,129","1,384,292","5,282,828","302,733"
10:24:10,"9,458,524","38,668,057","10,547,764","24,470,616","1,384,909","5,286,726","303,088"
10:24:15,"9,464,817","38,826,830","10,554,478","24,503,935","1,385,680","5,289,226","303,233"
10:24:20,"9,471,797","38,637,765","10,561,749","24,401,849","1,386,783","5,294,699","303,693"
10:24:25,"9,477,972","38,806,491","10,568,173","24,551,771","1,387,729","5,298,201","303,894"
10:24:30,"9,484,132","38,718,431","10,574,825","24,624,917","1,388,864","5,305,369","305,279"
10:24:35,"9,491,692","38,729,993","10,581,942","24,514,683","1,389,800","5,307,691","305,536"
10:24:40,"9,498,133","38,778,837","10,589,896","24,466,750","1,390,450","5,310,559","305,707"
10:24:45,"9,506,904","38,798,161","10,600,000","24,461,285","1,391,316","5,314,280","305,983"
10:24:50,"9,513,804","38,680,775","10,607,787","24,541,537","1,392,051","5,317,364","306,146"
10:24:55,"9,520,322","38,913,054","10,615,090","24,666,986","1,392,850","5,320,320","306,291"
10:25:00,"9,526,185","38,831,600","10,621,268","24,522,137","1,393,676","5,323,507","306,489"
10:25:05,"9,534,069","38,853,924","10,630,373","24,529,286","1,394,432","5,326,172","306,650"
10:25:10,"9,539,998","39,003,241","10,638,056","24,723,624","1,395,169","5,329,707","306,801"
10:25:15,"9,548,300","38,563,403","10,647,487","24,493,398","1,395,922","5,332,669","306,991"
10:25:20,"9,555,845","38,806,968","10,655,441","24,635,858","1,396,656","5,334,808","307,258"
10:25:25,"9,561,501","39,148,767","10,661,507","24,823,999","1,397,387","5,337,873","307,359"
10:25:30,"9,566,856","38,960,652","10,667,401","24,778,480","1,397,948","5,339,536","307,466"
10:25:35,"9,575,460","38,853,894","10,676,990","24,486,207","1,399,038","5,344,638","307,857"
10:25:40,"9,583,093","38,918,061","10,683,774","24,683,403","1,399,687","5,347,377","307,984"
10:25:45,"9,591,554","38,577,143","10,692,228","24,561,510","1,400,644","5,351,268","308,359"
10:25:50,"9,600,080","38,621,899","10,700,513","24,370,119","1,401,277","5,353,485","308,561"
10:25:55,"9,607,969","38,634,032","10,708,563","24,429,576","1,402,194","5,356,764","308,781"
10:26:00,"9,616,072","38,808,671","10,716,595","24,406,993","1,403,080","5,361,480","309,152"
10:26:05,"9,622,426","38,993,188","10,723,662","24,663,833","1,403,738","5,363,529","309,299"
10:26:10,"9,629,414","38,889,652","10,730,970","24,524,996","1,404,671","5,367,428","309,537"
10:26:15,"9,637,190","38,825,258","10,739,311","24,531,631","1,405,947","5,371,569","309,796"
10:26:20,"9,644,234","38,775,368","10,748,215","24,291,906","1,406,867","5,374,663","310,052"
10:26:25,"9,652,431","39,001,048","10,757,693","24,709,007","1,407,555","5,377,284","310,194"
10:26:30,"9,659,051","38,894,768","10,765,165","24,623,329","1,408,484","5,382,184","310,424"
10:26:35,"9,666,669","39,067,090","10,772,805","24,713,554","1,409,214","5,385,692","310,574"
10:26:40,"9,673,036","39,060,924","10,780,161","24,856,136","1,409,806","5,388,010","310,930"
10:26:45,"9,678,182","39,156,480","10,785,497","24,954,195","1,410,627","5,391,386","311,099"
10:26:50,"9,683,662","39,134,284","10,791,827","24,943,362","1,411,463","5,394,614","311,293"
10:26:55,"9,687,637","39,226,295","10,796,829","24,954,456","1,412,157","5,396,339","311,441"
10:27:00,"9,692,066","39,078,525","10,802,216","24,876,745","1,412,975","5,399,744","311,590"
10:27:05,"9,699,040","39,112,058","10,810,223","24,859,649","1,413,739","5,402,329","311,781"
10:27:10,"9,704,847","38,905,553","10,816,971","24,767,994","1,414,314","5,405,262","311,911"
10:27:15,"9,711,998","39,012,087","10,823,749","24,879,858","1,414,876","5,406,981","312,000"
10:27:20,"9,716,063","39,177,940","10,828,258","25,002,278","1,415,375","5,409,574","312,090"
10:27:25,"9,721,939","39,179,493","10,833,879","24,862,324","1,415,989","5,411,434","312,188"
10:27:30,"9,727,004","39,073,081","10,839,568","24,963,758","1,416,669","5,415,191","312,300"
10:27:35,"9,731,933","39,147,082","10,844,739","24,970,237","1,417,328","5,417,337","312,401"
10:27:40,"9,736,702","39,180,759","10,850,855","24,928,364","1,418,188","5,420,318","312,596"
10:27:45,"9,741,036","39,015,128","10,856,782","24,880,007","1,418,810","5,422,589","312,733"
10:27:50,"9,746,923","39,061,495","10,863,607","24,819,543","1,419,450","5,424,975","312,857"
10:27:55,"9,752,722","39,058,051","10,871,041","24,773,063","1,420,141","5,427,296","313,029"
10:28:00,"9,759,496","39,000,552","10,880,826","24,503,550","1,421,482","5,433,057","313,401"
10:28:05,"9,767,566","38,729,787","10,891,495","24,595,882","1,422,475","5,437,282","313,605"
10:28:10,"9,774,901","38,970,497","10,899,369","24,733,392","1,423,238","5,439,610","313,783"
10:28:15,"9,780,936","39,087,298","10,906,817","24,793,499","1,424,055","5,442,577","313,995"
10:28:20,"9,787,150","39,157,260","10,913,812","24,754,461","1,425,474","5,448,576","314,315"
10:28:25,"9,794,028","38,744,876","10,921,637","24,424,758","1,426,366","5,452,760","314,595"
10:28:30,"9,801,010","38,953,091","10,929,911","24,650,105","1,427,374","5,457,493","314,859"
10:28:35,"9,806,797","39,079,004","10,936,779","24,704,141","1,428,362","5,461,561","315,083"
10:28:40,"9,812,076","39,104,574","10,943,729","24,843,033","1,429,191","5,464,227","315,303"
10:28:45,"9,818,045","38,764,829","10,950,673","24,449,306","1,429,899","5,466,759","315,506"
10:28:50,"9,824,027","39,138,095","10,958,543","24,828,699","1,430,506","5,469,088","315,601"
10:28:55,"9,830,105","38,986,931","10,964,948","24,770,563","1,431,275","5,472,444","315,793"
10:29:00,"9,835,906","39,274,500","10,972,027","24,870,669","1,431,987","5,475,220","315,937"
10:29:05,"9,842,667","39,002,783","10,979,895","24,829,881","1,433,248","5,480,309","316,232"
10:29:10,"9,849,089","39,165,366","10,988,044","24,877,083","1,433,966","5,482,428","316,384"
10:29:15,"9,854,482","38,940,769","10,996,284","24,796,282","1,434,759","5,484,821","316,612"
10:29:20,"9,861,478","39,155,040","11,004,671","24,937,973","1,435,390","5,487,624","316,805"
10:29:25,"9,869,212","38,997,034","11,013,793","24,758,700","1,436,198","5,490,812","316,992"
10:29:30,"9,875,316","39,030,209","11,021,794","24,908,535","1,436,942","5,493,013","317,147"
10:29:35,"9,881,603","39,130,466","11,028,766","24,882,463","1,437,667","5,495,344","317,362"
10:29:40,"9,887,434","39,176,782","11,035,295","24,930,046","1,438,570","5,498,210","317,462"
10:29:45,"9,891,774","39,234,198","11,040,129","25,019,481","1,439,276","5,501,028","317,588"
10:29:50,"9,897,450","39,306,718","11,046,556","25,044,446","1,439,911","5,503,396","317,750"
10:29:55,"9,902,346","39,273,680","11,053,534","24,966,999","1,440,609","5,505,044","317,941"
10:30:00,"9,907,324","39,275,274","11,060,141","24,925,118","1,441,191","5,507,731","318,081"
10:30:05,"9,912,762","39,366,343","11,067,309","25,045,008","1,441,804","5,509,574","318,259"
10:30:10,"9,917,780","39,015,050","11,073,458","24,870,268","1,442,541","5,511,986","318,401"
10:30:15,"9,922,985","39,283,242","11,079,573","25,005,720","1,443,178","5,514,302","318,526"
10:30:20,"9,928,771","39,215,746","11,086,400","24,975,703","1,444,272","5,518,069","318,806"
10:30:25,"9,933,603","39,150,183","11,092,415","24,980,457","1,444,797","5,520,025","318,936"
10:30:30,"9,939,290","39,215,920","11,098,334","25,035,482","1,445,661","5,524,376","319,072"
10:30:35,"9,944,486","39,284,026","11,103,709","25,083,293","1,446,312","5,526,078","319,197"
10:30:40,"9,948,783","39,252,162","11,109,105","25,032,216","1,446,774","5,527,366","319,288"
10:30:45,"9,953,429","39,320,047","11,113,774","25,106,896","1,448,034","5,534,433","319,489"
10:30:50,"9,958,597","39,190,664","11,119,483","25,053,191","1,449,152","5,540,794","319,678"
10:30:55,"9,964,909","39,031,647","11,126,736","24,828,507","1,450,743","5,550,836","319,918"
10:31:00,"9,974,410","39,046,415","11,136,780","24,793,892","1,451,729","5,555,010","320,133"
10:31:05,"9,982,886","39,125,468","11,145,579","24,962,592","1,452,371","5,558,354","320,315"
10:31:10,"9,989,086","39,255,722","11,152,546","24,986,981","1,453,197","5,561,289","320,450"
10:31:15,"9,994,329","39,271,587","11,158,236","24,933,478","1,453,979","5,564,194","320,596"
10:31:20,"10,001,034","39,245,935","11,165,470","24,927,537","1,454,623","5,565,838","320,713"
10:31:25,"10,006,705","39,109,083","11,172,178","24,885,387","1,455,218","5,567,849","320,834"
10:31:30,"10,013,949","39,262,994","11,180,393","24,970,501","1,456,073","5,570,628","321,042"
10:31:35,"10,020,530","38,830,898","11,187,956","24,814,294","1,456,709","5,573,268","321,180"
10:31:40,"10,027,138","39,092,208","11,195,150","24,924,657","1,457,457","5,575,520","321,331"
10:31:45,"10,033,852","39,156,522","11,202,812","24,903,728","1,457,968","5,577,019","321,418"
10:31:50,"10,039,744","39,235,933","11,209,770","25,083,798","1,458,409","5,578,662","321,515"
10:31:55,"10,045,376","39,213,792","11,216,820","25,066,833","1,458,974","5,580,333","321,603"
10:32:00,"10,051,646","39,198,296","11,222,996","25,127,039","1,459,669","5,583,156","321,722"
10:32:05,"10,057,969","39,066,889","11,229,814","25,002,756","1,460,153","5,584,715","321,820"
10:32:10,"10,065,342","39,268,163","11,236,235","25,149,336","1,461,315","5,590,236","321,976"
10:32:15,"10,071,259","39,307,019","11,241,843","25,107,893","1,462,076","5,593,570","322,124"
10:32:20,"10,076,998","39,324,583","11,247,432","25,227,406","1,462,711","5,595,883","322,245"
10:32:25,"10,083,477","39,064,264","11,253,203","24,939,162","1,463,388","5,598,888","322,410"
10:32:30,"10,089,563","39,411,942","11,260,612","25,127,555","1,464,106","5,601,456","322,550"
10:32:35,"10,095,467","39,560,335","11,266,944","25,174,371","1,464,890","5,604,118","322,656"
10:32:40,"10,099,891","39,514,857","11,272,008","25,156,149","1,465,419","5,606,390","322,746"
10:32:45,"10,104,969","39,367,998","11,277,196","24,731,241","1,466,319","5,609,215","323,044"
10:32:50,"10,111,245","39,288,576","11,284,389","24,932,440","1,467,031","5,611,684","323,164"
10:32:55,"10,117,354","39,376,134","11,291,707","24,928,007","1,467,970","5,615,548","323,391"
10:33:00,"10,122,557","39,436,228","11,297,305","24,949,824","1,468,628","5,617,653","323,551"
10:33:05,"10,128,526","39,262,723","11,303,631","24,911,198","1,469,476","5,620,375","323,694"
10:33:10,"10,133,844","39,481,195","11,309,222","25,166,253","1,470,622","5,625,673","323,847"
10:33:15,"10,138,470","39,450,839","11,314,651","25,058,101","1,471,320","5,628,040","323,951"
10:33:20,"10,142,637","39,358,598","11,320,455","24,913,555","1,471,884","5,629,955","324,092"
10:33:25,"10,147,803","39,476,977","11,326,224","25,060,169","1,472,605","5,632,212","324,222"
10:33:30,"10,152,761","39,466,170","11,333,207","25,060,122","1,473,523","5,635,995","324,366"
10:33:35,"10,157,038","39,450,966","11,338,888","25,069,360","1,474,048","5,637,974","324,442"
10:33:40,"10,162,284","39,040,710","11,344,265","24,833,410","1,474,688","5,640,126","324,561"
10:33:45,"10,169,308","39,357,022","11,351,488","25,001,146","1,475,272","5,643,336","324,654"
10:33:50,"10,175,352","39,400,453","11,357,636","25,100,174","1,475,888","5,645,735","324,752"
10:33:55,"10,180,108","39,461,019","11,362,454","25,062,772","1,476,536","5,648,588","324,829"
10:34:00,"10,184,564","39,390,688","11,367,232","25,194,485","1,477,044","5,649,746","324,891"
10:34:05,"10,188,865","39,524,747","11,372,351","25,282,132","1,477,637","5,652,364","324,990"
10:34:10,"10,193,669","39,513,654","11,377,537","25,251,708","1,478,272","5,655,949","325,127"
10:34:15,"10,197,854","39,502,803","11,382,096","25,210,092","1,478,749","5,657,507","325,210"
10:34:20,"10,202,763","39,445,150","11,387,339","25,258,467","1,479,421","5,660,336","325,343"
10:34:25,"10,206,866","39,562,842","11,391,615","25,307,737","1,480,203","5,663,639","325,451"
10:34:30,"10,211,585","39,379,064","11,396,853","25,142,852","1,481,586","5,668,383","325,695"
10:34:35,"10,217,333","39,376,934","11,403,487","25,077,021","1,483,359","5,672,191","325,916"
10:34:40,"10,222,412","39,544,917","11,408,593","25,263,100","1,484,352","5,676,390","326,045"
10:34:45,"10,228,336","39,468,047","11,415,076","25,123,271","1,485,678","5,681,938","326,263"
10:34:50,"10,234,350","39,392,042","11,422,908","25,062,527","1,486,415","5,684,538","326,401"
10:34:55,"10,240,199","39,413,075","11,430,167","25,082,393","1,487,411","5,687,189","326,523"
10:35:00,"10,246,083","39,411,577","11,437,203","25,016,979","1,488,049","5,689,165","326,646"
10:35:05,"10,259,324","38,926,255","11,450,696","24,578,822","1,490,426","5,703,168","327,983"
10:35:10,"10,266,051","39,459,281","11,458,994","25,025,885","1,491,370","5,706,059","328,133"
10:35:15,"10,271,854","39,347,338","11,466,182","25,008,401","1,492,218","5,709,609","328,250"
10:35:20,"10,278,048","39,481,921","11,473,363","25,074,263","1,492,916","5,711,882","328,362"
10:35:25,"10,283,650","39,348,716","11,480,187","24,974,519","1,494,418","5,716,977","328,719"
10:35:30,"10,289,603","39,360,239","11,486,663","25,070,061","1,495,405","5,719,789","328,937"
10:35:35,"10,296,792","39,458,190","11,494,174","25,233,702","1,496,129","5,723,174","329,057"
10:35:40,"10,302,360","39,397,496","11,500,612","25,170,155","1,496,821","5,725,607","329,166"
10:35:45,"10,309,033","39,583,764","11,507,440","25,196,475","1,497,846","5,729,825","329,348"
10:35:50,"10,314,315","39,555,407","11,514,113","25,193,063","1,498,538","5,731,941","329,460"
10:35:55,"10,319,340","39,805,130","11,520,032","25,367,510","1,499,125","5,733,828","329,557"
10:36:00,"10,323,665","39,493,580","11,526,067","25,127,961","1,499,960","5,736,752","329,717"
10:36:05,"10,332,316","39,305,160","11,534,755","25,153,768","1,501,362","5,743,056","329,934"
10:36:10,"10,337,698","39,539,041","11,539,951","25,277,773","1,501,965","5,745,471","330,047"
10:36:15,"10,343,242","39,619,011","11,546,303","25,332,404","1,502,587","5,747,530","330,154"
10:36:20,"10,347,810","39,606,528","11,551,396","25,267,062","1,503,368","5,749,396","330,249"
10:36:25,"10,352,769","39,512,021","11,556,415","25,253,823","1,503,946","5,751,695","330,395"
10:36:30,"10,358,516","39,648,589","11,563,084","25,230,219","1,504,767","5,754,315","330,511"
10:36:35,"10,364,128","39,571,599","11,570,167","25,270,898","1,505,596","5,757,497","330,658"
10:36:40,"10,368,614","39,595,529","11,575,695","25,299,582","1,506,359","5,759,809","330,758"
10:36:45,"10,374,184","39,484,851","11,582,010","25,204,246","1,507,013","5,762,296","330,881"
10:36:50,"10,380,307","39,415,929","11,588,441","25,136,530","1,508,231","5,767,589","331,152"
10:36:55,"10,385,912","39,384,867","11,594,043","25,129,171","1,509,605","5,774,777","331,429"
10:37:00,"10,392,424","39,373,921","11,602,173","25,113,573","1,511,592","5,781,958","332,096"
10:37:05,"10,399,654","39,249,369","11,610,568","24,999,142","1,513,109","5,787,863","332,550"
10:37:10,"10,405,847","39,441,073","11,617,698","25,130,825","1,513,831","5,790,393","332,704"
10:37:15,"10,411,331","39,564,404","11,624,096","25,131,857","1,514,535","5,792,725","332,818"
10:37:20,"10,417,124","39,303,885","11,630,752","25,010,123","1,516,120","5,800,148","333,060"
10:37:25,"10,422,536","39,435,630","11,636,840","25,066,168","1,517,488","5,807,056","333,296"
10:37:30,"10,427,425","39,538,344","11,643,273","25,165,560","1,518,138","5,809,892","333,425"
10:37:35,"10,433,832","39,376,575","11,650,232","24,982,080","1,520,137","5,821,691","333,755"
10:37:40,"10,439,940","39,490,590","11,657,489","25,137,527","1,521,121","5,825,976","333,949"
10:37:45,"10,445,608","39,645,713","11,664,485","25,175,818","1,521,829","5,829,203","334,061"
10:37:50,"10,451,860","39,520,259","11,671,629","25,136,196","1,522,860","5,834,070","334,274"
10:37:55,"10,457,866","39,649,761","11,678,843","25,178,385","1,523,609","5,836,703","334,411"
10:38:00,"10,463,502","39,626,845","11,685,523","25,128,546","1,524,443","5,839,362","334,557"
10:38:05,"10,469,108","39,576,719","11,691,669","25,229,441","1,525,846","5,845,204","334,785"
10:38:10,"10,475,609","39,606,268","11,699,195","25,231,706","1,526,526","5,847,621","334,899"
10:38:15,"10,480,404","39,683,662","11,705,350","25,254,651","1,527,272","5,850,135","335,019"
10:38:20,"10,485,208","39,531,820","11,711,660","25,215,633","1,528,049","5,853,087","335,149"
10:38:25,"10,491,655","39,544,643","11,720,100","25,122,704","1,528,837","5,855,783","335,318"
10:38:30,"10,498,304","39,489,441","11,727,567","25,116,497","1,529,942","5,861,233","335,630"
10:38:35,"10,504,776","39,490,996","11,734,596","25,146,884","1,530,837","5,865,367","335,772"
10:38:40,"10,510,230","39,555,640","11,740,996","25,216,220","1,531,650","5,868,355","335,903"
10:38:45,"10,515,791","39,536,883","11,747,101","25,199,390","1,532,510","5,871,154","336,094"
10:38:50,"10,520,716","39,612,999","11,753,263","25,287,493","1,533,278","5,873,780","336,303"
10:38:55,"10,525,388","39,646,336","11,758,489","25,246,836","1,534,044","5,875,943","336,412"
10:39:00,"10,529,492","39,530,410","11,763,577","25,198,434","1,534,816","5,879,144","336,599"
10:39:05,"10,536,685","39,575,359","11,770,741","25,207,955","1,536,239","5,885,340","336,868"
10:39:10,"10,542,433","39,553,791","11,777,585","25,240,473","1,537,235","5,888,712","337,001"
10:39:15,"10,550,523","39,443,794","11,786,258","25,173,574","1,538,028","5,892,477","337,202"
10:39:20,"10,554,985","39,616,950","11,791,851","25,306,249","1,538,652","5,894,628","337,305"
10:39:25,"10,561,001","39,591,153","11,797,966","25,232,825","1,539,757","5,899,214","337,446"
10:39:30,"10,567,253","39,583,773","11,805,160","25,227,281","1,540,677","5,903,434","337,617"
10:39:35,"10,572,910","39,556,642","11,812,231","25,333,402","1,541,472","5,906,491","337,756"
10:39:40,"10,579,034","39,580,914","11,818,109","25,294,671","1,542,063","5,909,116","337,841"
10:39:45,"10,584,162","39,683,351","11,824,564","25,316,641","1,542,876","5,911,872","337,981"
10:39:50,"10,589,883","39,577,723","11,830,931","25,253,798","1,543,743","5,915,007","338,122"
10:39:55,"10,595,276","39,614,122","11,838,122","25,244,199","1,544,518","5,917,707","338,289"
10:40:00,"10,600,097","39,749,047","11,843,518","25,425,932","1,545,239","5,921,073","338,382"
10:40:05,"10,604,770","39,798,225","11,848,341","25,449,252","1,545,898","5,922,833","338,487"
10:40:10,"10,610,591","39,595,880","11,854,302","25,262,171","1,547,526","5,927,729","338,746"
10:40:15,"10,616,413","39,826,758","11,860,762","25,463,178","1,548,134","5,929,513","338,834"
10:40:20,"10,622,225","39,598,941","11,867,722","25,302,990","1,548,945","5,932,504","338,988"
10:40:25,"10,628,355","39,448,371","11,874,497","25,148,367","1,549,848","5,936,002","339,170"
10:40:30,"10,633,037","39,759,243","11,881,093","25,327,722","1,550,620","5,938,675","339,298"
10:40:35,"10,638,128","39,728,441","11,887,669","25,383,738","1,551,266","5,940,675","339,391"
10:40:40,"10,643,916","39,731,470","11,894,287","25,385,340","1,551,904","5,942,595","339,489"
10:40:45,"10,648,923","39,764,967","11,900,113","25,322,319","1,552,756","5,944,862","339,770"
10:40:50,"10,656,296","39,356,789","11,909,072","24,983,086","1,554,012","5,949,204","340,095"
10:40:55,"10,663,186","39,599,840","11,916,976","25,267,819","1,554,704","5,952,205","340,224"
10:41:00,"10,668,056","39,648,685","11,923,124","25,253,180","1,555,205","5,953,912","340,310"
10:41:05,"10,675,798","39,731,687","11,931,546","25,310,096","1,556,315","5,960,257","340,635"
10:41:10,"10,681,412","39,601,128","11,937,276","25,172,653","1,557,007","5,962,598","340,765"
10:41:15,"10,686,950","39,776,664","11,944,372","25,460,581","1,557,723","5,965,129","340,903"
10:41:20,"10,693,130","39,830,545","11,950,697","25,469,192","1,558,505","5,969,600","341,061"
10:41:25,"10,697,644","39,866,968","11,956,320","25,477,089","1,559,392","5,972,101","341,242"
10:41:30,"10,702,709","39,818,106","11,962,472","25,476,497","1,560,284","5,976,255","341,392"
